Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7970,WWE SmackDown vs. Raw 2009,DS,2008.0,Fighting,THQ,0.15,0.02,0.0,0.01,0.19
7971,Pro Evolution Soccer 2014,3DS,2013.0,Action,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19
7972,Samurai Warriors 2: Empires,PS2,2006.0,Action,Tecmo Koei,0.0,0.0,0.19,0.0,0.19
7973,Blood Omen 2,XB,2002.0,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19
7974,Jurassic: The Hunted,PS3,2009.0,Shooter,Activision,0.17,0.0,0.0,0.02,0.19
7975,J-League Pro Soccer Club o Tsukurou! 5,PS2,2007.0,Sports,Sega,0.0,0.0,0.19,0.0,0.19
7976,Harry Potter: Quidditch World Cup,XB,2003.0,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19
7977,Dance Central: Spotlight,XOne,2014.0,Misc,Microsoft Game Studios,0.15,0.03,0.0,0.0,0.19
7978,Little Battlers eXperience W,PSP,2012.0,Role-Playing,Level 5,0.0,0.0,0.19,0.0,0.19
7979,Magical Starsign (US sales),DS,2006.0,Role-Playing,Nintendo,0.16,0.03,0.0,0.0,0.19
7980,Tekken Tag Tournament 2,WiiU,2012.0,Fighting,Namco Bandai Games,0.09,0.07,0.01,0.01,0.19
7981,Hot Wheels: Battle Force 5,Wii,2009.0,Racing,Activision,0.17,0.0,0.0,0.01,0.19
7982,Dragon Blade: Wrath of Fire,Wii,2007.0,Action,D3Publisher,0.17,0.0,0.0,0.01,0.19
7983,La Pucelle: Tactics,PS2,2002.0,Role-Playing,Tecmo Koei,0.09,0.07,0.0,0.02,0.19
7984,Phantasy Star Nova,PSV,2014.0,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19
7985,SBK X: Superbike World Championship,X360,2010.0,Racing,Black Bean Games,0.1,0.07,0.0,0.02,0.19
7986,Samurai Warriors: State of War,PSP,2005.0,Action,Tecmo Koei,0.07,0.0,0.11,0.01,0.19
7987,Tiger Woods PGA Tour 07,XB,2006.0,Sports,Electronic Arts,0.13,0.05,0.0,0.01,0.19
7988,Call of Juarez,X360,2007.0,Shooter,Ubisoft,0.14,0.02,0.0,0.01,0.19
7989,Star Wars: The Clone Wars & Tetris Worlds,XB,2002.0,Misc,Microsoft Game Studios,0.14,0.04,0.0,0.01,0.19
7990,The Bee Game,DS,2007.0,Adventure,Midway Games,0.17,0.0,0.0,0.01,0.19
7991,EverQuest Online Adventures: Frontiers,PS2,2003.0,Role-Playing,Sony Online Entertainment,0.09,0.07,0.0,0.02,0.19
7992,Cabela's Survival: Shadows of Katmai,X360,2011.0,Sports,Activision,0.14,0.03,0.0,0.01,0.19
7993,NBA Ballers: Chosen One,X360,2008.0,Sports,Midway Games,0.17,0.0,0.0,0.01,0.19
7994,WWE All Stars,PSP,2011.0,Fighting,THQ,0.12,0.04,0.0,0.03,0.19
7995,Treasures of the Deep,PS,1997.0,Action,Namco Bandai Games,0.1,0.07,0.0,0.01,0.19
7996,Phantasy Star Online Ver. 2,DC,2001.0,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19
7997,EyePet & Friends,PS3,2011.0,Simulation,Sony Computer Entertainment,0.06,0.09,0.0,0.03,0.19
7998,The Lord of the Rings: War in the North,PC,2011.0,Action,Warner Bros. Interactive Entertainment,0.04,0.11,0.0,0.03,0.18
7999,Major League Baseball 2K10,PS3,2010.0,Sports,Take-Two Interactive,0.17,0.0,0.0,0.01,0.18
8000,Fight Club,PS2,2004.0,Fighting,Vivendi Games,0.09,0.07,0.0,0.02,0.18
8001,Hello Kitty: Birthday Adventures,DS,2010.0,Adventure,Namco Bandai Games,0.06,0.11,0.0,0.02,0.18
8002,Syndicate,X360,2012.0,Shooter,Electronic Arts,0.1,0.06,0.0,0.02,0.18
8003,Dance Dance Revolution: Disney Grooves,Wii,2009.0,Simulation,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.18
8004,Pure Futbol,X360,2010.0,Sports,Ubisoft,0.08,0.09,0.0,0.02,0.18
8005,Harvest Moon: A Wonderful Life Special Edition,PS2,2004.0,Simulation,505 Games,0.09,0.07,0.0,0.02,0.18
8006,Sports Illustrated for Kids: Football,GBA,2003.0,Sports,BAM! Entertainment,0.13,0.05,0.0,0.0,0.18
8007,The Last Airbender,DS,2010.0,Action,THQ,0.13,0.04,0.0,0.01,0.18
8008,Happy Cooking,DS,2006.0,Simulation,Ubisoft,0.17,0.0,0.0,0.01,0.18
8009,.hack//Quarantine Part 4: The Final Chapter,PS2,2003.0,Role-Playing,Atari,0.09,0.07,0.0,0.02,0.18
8010,Close Combat: First to Fight,XB,2005.0,Shooter,Take-Two Interactive,0.14,0.04,0.0,0.01,0.18
8011,MotoGP 14,PS4,2014.0,Racing,Milestone S.r.l.,0.04,0.11,0.0,0.04,0.18
8012,Indiana Jones and the Emperor's Tomb,XB,2003.0,Action,LucasArts,0.14,0.04,0.0,0.01,0.18
8013,NBA Live 08,Wii,2007.0,Sports,Electronic Arts,0.17,0.0,0.0,0.02,0.18
8014,Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003.0,Action,Vivendi Games,0.09,0.07,0.0,0.02,0.18
8015,Half-Minute Hero,PSP,2009.0,Role-Playing,Rising Star Games,0.08,0.02,0.07,0.02,0.18
8016,Rock Band Track Pack Volume 2,X360,2008.0,Misc,MTV Games,0.16,0.01,0.0,0.01,0.18
8017,Reel Fishing II,PS,2000.0,Sports,Victor Interactive,0.1,0.07,0.0,0.01,0.18
8018,Ringling Bros. and Barnum & Bailey Circus,Wii,2009.0,Action,Take-Two Interactive,0.17,0.0,0.0,0.01,0.18
8019,The Walking Dead: Season One,PSV,2013.0,Adventure,Square Enix,0.14,0.0,0.01,0.03,0.18
8020,Ty the Tasmanian Tiger,XB,2002.0,Platform,Electronic Arts,0.14,0.04,0.0,0.01,0.18
8021,Dead or Alive,SAT,1997.0,Fighting,Tecmo Koei,0.0,0.0,0.18,0.0,0.18
8022,Driving Emotion Type-S,PS2,2000.0,Racing,Electronic Arts,0.04,0.03,0.11,0.01,0.18
8023,Siren,PS2,2003.0,Adventure,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18
8024,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005.0,Action,Disney Interactive Studios,0.15,0.02,0.0,0.01,0.18
8025,NARC,XB,2005.0,Shooter,Midway Games,0.14,0.04,0.0,0.01,0.18
8026,Naruto Shippuden: Dragon Blade Chronicles,Wii,2009.0,Action,505 Games,0.11,0.02,0.05,0.01,0.18
8027,Dynasty Warriors 8: Empires,PS4,2014.0,Action,Tecmo Koei,0.06,0.07,0.03,0.02,0.18
8028,Super Robot Taisen J,GBA,2005.0,Strategy,Banpresto,0.0,0.0,0.18,0.0,0.18
8029,Evolve,PC,2015.0,Shooter,Take-Two Interactive,0.07,0.1,0.0,0.01,0.18
8030,Nep League DS,DS,2007.0,Sports,Jaleco,0.0,0.0,0.18,0.0,0.18
8031,Ar tonelico 2: Melody of Metafalica,PS2,2007.0,Role-Playing,Nippon Ichi Software,0.04,0.03,0.11,0.01,0.18
8032,de Blob 2,Wii,2011.0,Platform,THQ,0.11,0.06,0.0,0.02,0.18
8033,Lips: Party Classics,X360,2010.0,Misc,Microsoft Game Studios,0.05,0.11,0.0,0.02,0.18
8034,Casper: Friends Around the World,PS,2000.0,Action,TDK Core,0.1,0.07,0.0,0.01,0.18
8035,Borderlands,PC,2009.0,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.04,0.18
8036,Jurassic Park III: Island Attack,GBA,2001.0,Adventure,Konami Digital Entertainment,0.13,0.05,0.0,0.0,0.18
8037,Chaotic: Shadow Warriors,DS,2009.0,Action,Activision,0.17,0.0,0.0,0.01,0.18
8038,Ghostbusters: The Video Game,PSP,2009.0,Action,Atari,0.16,0.01,0.0,0.02,0.18
8039,GameBoy Wars,GB,1991.0,Strategy,Nintendo,0.0,0.0,0.18,0.0,0.18
8040,Amplitude,PS2,2003.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18
8041,Alone in the Dark,Wii,2008.0,Adventure,Atari,0.09,0.08,0.0,0.02,0.18
8042,Company of Heroes: Anthology,PC,2009.0,Strategy,THQ,0.0,0.15,0.0,0.04,0.18
8043,Shape Up,XOne,2014.0,Misc,Ubisoft,0.08,0.09,0.0,0.01,0.18
8044,Gauntlet: Seven Sorrows,XB,2005.0,Role-Playing,Midway Games,0.14,0.04,0.0,0.01,0.18
8045,AirForce Delta Storm,XB,2001.0,Shooter,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18
8046,Trauma Team,Wii,,Simulation,Unknown,0.15,0.0,0.02,0.01,0.18
8047,Monopoly Party,XB,2002.0,Misc,Infogrames,0.14,0.04,0.0,0.01,0.18
8048,Fear Effect 2: Retro Helix,PS,2001.0,Action,Eidos Interactive,0.1,0.07,0.0,0.01,0.18
8049,How to Train Your Dragon,PS3,2010.0,Action,Activision,0.12,0.04,0.0,0.02,0.18
8050,Remember Me,X360,2013.0,Action,Capcom,0.1,0.07,0.0,0.02,0.18
8051,International Superstar Soccer 2000 (JP weekly sales),N64,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
8052,Chocobo no Fushigi Dungeon for WonderSwan,WS,1999.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
8053,Klonoa: Door to Phantomile,PS,1997.0,Platform,Sony Computer Entertainment,0.0,0.0,0.17,0.01,0.18
8054,Vietcong: Purple Haze,PS2,2004.0,Shooter,Gathering of Developers,0.09,0.07,0.0,0.02,0.18
8055,Hitman: HD Trilogy,X360,2013.0,Action,Square Enix,0.07,0.09,0.0,0.02,0.18
8056,Atari Anniversary Advance,GBA,2002.0,Misc,Atari,0.13,0.05,0.0,0.0,0.18
8057,Summer Athletics: The Ultimate Challenge,PS2,2008.0,Sports,DTP Entertainment,0.0,0.0,0.0,0.18,0.18
8058,Driver: San Francisco,PC,2011.0,Racing,Ubisoft,0.05,0.1,0.0,0.03,0.18
8059,Metal Gear Ac!d 2,PSP,2005.0,Strategy,Konami Digital Entertainment,0.11,0.01,0.05,0.01,0.18
8060,Hatsune Miku and Future Stars: Project Mirai,3DS,2012.0,Misc,Sega,0.0,0.0,0.18,0.0,0.18
8061,Let's TAP,Wii,2008.0,Misc,Sega,0.09,0.06,0.01,0.02,0.18
8062,X-Men Origins: Wolverine,PS2,2009.0,Action,Activision,0.13,0.0,0.0,0.05,0.18
8063,TalkMan (Japan),PSP,2005.0,Misc,Sony Computer Entertainment,0.0,0.0,0.18,0.0,0.18
8064,Cabela's Adventure Camp,Wii,2011.0,Misc,Activision,0.15,0.02,0.0,0.01,0.18
8065,LEGO Marvel's Avengers,3DS,2016.0,Action,Warner Bros. Interactive Entertainment,0.07,0.08,0.01,0.01,0.18
8066,Bloody Roar: Primal Fury,GC,2002.0,Fighting,Activision,0.14,0.04,0.0,0.0,0.18
8067,Shrek SuperSlam,DS,2005.0,Action,Activision,0.17,0.0,0.0,0.01,0.18
8068,We Sing UK Hits,Wii,2011.0,Misc,Nordic Games,0.0,0.16,0.0,0.02,0.18
8069,Mega Man Soccer,SNES,1993.0,Sports,Capcom,0.04,0.01,0.13,0.0,0.18
8070,The Chronicles of Narnia: Prince Caspian,X360,2008.0,Action,Disney Interactive Studios,0.16,0.01,0.0,0.01,0.18
8071,ZhuZhu Puppies,DS,2011.0,Simulation,Activision,0.13,0.04,0.0,0.01,0.18
8072,Rabbids Party Collection,Wii,2010.0,Misc,Ubisoft,0.0,0.16,0.0,0.02,0.18
8073,Trinity Universe,PS3,2009.0,Role-Playing,Nippon Ichi Software,0.07,0.06,0.03,0.02,0.18
8074,Jewel Match,DS,2010.0,Puzzle,PlayV,0.05,0.12,0.0,0.02,0.18
8075,FIFA Soccer 07,GC,2006.0,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18
8076,Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014.0,Role-Playing,Atlus,0.07,0.03,0.05,0.03,0.18
8077,Dying Light,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.11,0.06,0.0,0.02,0.18
8078,Vampire Savior: The Lord of Vampire,SAT,1998.0,Fighting,Capcom,0.0,0.0,0.18,0.0,0.18
8079,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,2004.0,Misc,Nintendo,0.13,0.05,0.0,0.0,0.18
8080,Super Robot Taisen UX,3DS,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
8081,Six Flags Fun Park,DS,2008.0,Misc,Brash Entertainment,0.17,0.0,0.0,0.01,0.18
8082,Test Drive Off-Road Wide Open,XB,2001.0,Racing,Infogrames,0.15,0.03,0.0,0.01,0.18
8083,Guilty Gear Xrd: Sign,PS3,2014.0,Fighting,Arc System Works,0.09,0.0,0.07,0.02,0.18
8084,Pro Yaky? Spirits 2011,PS3,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
8085,Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010.0,Platform,D3Publisher,0.1,0.06,0.0,0.02,0.18
8086,Dengeki Bunko Fighting Climax,PSV,2014.0,Fighting,Sega,0.08,0.0,0.07,0.03,0.18
8087,Battle Commander: Hachibushu Shura no Heihou,SNES,1991.0,Strategy,Banpresto,0.0,0.0,0.18,0.0,0.18
8088,Backbreaker,X360,,Sports,Unknown,0.17,0.0,0.0,0.01,0.18
8089,Odin Sphere: Leifthrasir,PS4,2016.0,Role-Playing,Nippon Ichi Software,0.06,0.03,0.07,0.02,0.18
8090,Bad Boys: Miami Takedown,XB,2004.0,Shooter,Empire Interactive,0.14,0.04,0.0,0.01,0.18
8091,Jampack Vol. 1,PS,1996.0,Misc,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.18
8092,Spider-Man: Friend or Foe,PSP,2007.0,Action,Activision,0.16,0.0,0.0,0.01,0.18
8093,Mega Man X: Command Mission,PS2,2004.0,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.18
8094,Tokyo Xtreme Racer DRIFT,PS2,2003.0,Racing,Genki,0.09,0.07,0.0,0.02,0.18
8095,Moon,PS,1997.0,Adventure,ASCII Entertainment,0.0,0.0,0.17,0.01,0.18
8096,FIFA Soccer 11,PC,2010.0,Sports,Electronic Arts,0.0,0.14,0.0,0.04,0.18
8097,LEGO Marvel Super Heroes,PC,2013.0,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.02,0.18
8098,Cabela's Big Game Hunter 2005 Adventures,XB,2004.0,Sports,Activision,0.13,0.04,0.0,0.01,0.18
8099,Disney Friends,DS,2007.0,Simulation,Disney Interactive Studios,0.13,0.04,0.0,0.01,0.18
8100,Sesame Street: Elmo's Letter Adventure,N64,1999.0,Misc,NewKidCo,0.14,0.04,0.0,0.0,0.18
8101,Re-Volt,N64,1999.0,Racing,Acclaim Entertainment,0.14,0.04,0.0,0.0,0.18
8102,Gokujou Parodius,SNES,1994.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
8103,Hyperdimension Neptunia,PSV,2013.0,Role-Playing,Compile Heart,0.09,0.0,0.07,0.02,0.18
8104,Gauntlet: Dark Legacy,GC,2002.0,Action,Midway Games,0.14,0.04,0.0,0.0,0.18
8105,A.C.E.: Another Century's Episode 2,PS2,2006.0,Simulation,Banpresto,0.0,0.0,0.18,0.0,0.18
8106,Guitar Hero Live,WiiU,2015.0,Misc,Activision,0.12,0.04,0.0,0.02,0.18
8107,Shadow The Hedgehog,XB,2005.0,Platform,Sega,0.13,0.04,0.0,0.01,0.18
8108,Ridge Racer Unbounded,PS3,2012.0,Racing,Namco Bandai Games,0.05,0.1,0.0,0.03,0.18
8109,Burnout Legends,DS,2005.0,Racing,Electronic Arts,0.15,0.02,0.0,0.01,0.18
8110,Horrid Henry: Missions of Mischief,DS,2010.0,Adventure,SouthPeak Games,0.01,0.15,0.0,0.02,0.18
8111,Batman: Vengeance,GBA,2001.0,Adventure,Ubisoft,0.13,0.05,0.0,0.0,0.18
8112,Full Auto 2: Battlelines,PS3,2006.0,Racing,Sega,0.14,0.02,0.0,0.02,0.18
8113,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000.0,Sports,Sega,0.0,0.0,0.18,0.0,0.18
8114,The Adventures of Cookie & Cream,PS2,2000.0,Puzzle,Empire Interactive,0.09,0.07,0.0,0.02,0.18
8115,Van Helsing,XB,2007.0,Action,Activision,0.13,0.04,0.0,0.01,0.18
8116,Aliens: Colonial Marines,PC,2013.0,Shooter,Sega,0.1,0.06,0.0,0.02,0.18
8117,Splatterhouse,X360,2010.0,Action,Namco Bandai Games,0.14,0.03,0.0,0.01,0.18
8118,MindJack,PS3,2011.0,Shooter,Square Enix,0.07,0.08,0.0,0.03,0.18
8119,Dark Souls II,PC,2014.0,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.02,0.18
8120,Daigasso! Band Brothers P,3DS,2013.0,Misc,Nintendo,0.0,0.0,0.18,0.0,0.18
8121,Gun,GC,2005.0,Shooter,Activision,0.14,0.04,0.0,0.0,0.18
8122,World of Outlaws: Sprint Cars,X360,2010.0,Racing,THQ,0.17,0.0,0.0,0.01,0.18
8123,Marvel Super Hero Squad: Comic Combat,X360,2011.0,Action,THQ,0.13,0.04,0.0,0.01,0.18
8124,SingStar Motown,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.16,0.0,0.02,0.18
8125,Cabela's Legendary Adventures,Wii,2008.0,Sports,Activision,0.17,0.0,0.0,0.01,0.18
8126,F1 Challenge,SAT,1994.0,Racing,Sega,0.0,0.0,0.18,0.0,0.18
8127,Transformers: Dark of the Moon,Wii,2011.0,Action,Activision,0.1,0.07,0.0,0.02,0.18
8128,Shadow Madness,PS,1999.0,Action,Crave Entertainment,0.1,0.07,0.0,0.01,0.18
8129,Tom Clancy's Ghost Recon: Future Soldier,PC,2012.0,Shooter,Ubisoft,0.05,0.1,0.0,0.03,0.18
8130,Tiger Woods PGA Tour 2004,GBA,2003.0,Sports,Electronic Arts,0.13,0.05,0.0,0.0,0.18
8131,Aliens: Infestation,DS,2011.0,Action,Sega,0.1,0.06,0.0,0.02,0.18
8132,Brink,PC,2011.0,Shooter,Bethesda Softworks,0.06,0.09,0.0,0.03,0.18
8133,The Game of Life / Yahtzee / Payday,GBA,2005.0,Misc,Zoo Digital Publishing,0.13,0.05,0.0,0.0,0.18
8134,American Chopper 2: Full Throttle,PS2,2005.0,Racing,Zoo Digital Publishing,0.09,0.07,0.0,0.02,0.18
8135,Dynasty Warriors: Gundam 3,X360,2010.0,Action,Tecmo Koei,0.11,0.04,0.02,0.01,0.18
8136,FIFA 16,PC,2015.0,Sports,Electronic Arts,0.04,0.13,0.0,0.01,0.18
8137,Silent Hill 4: The Room,XB,2004.0,Action,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18
8138,Heavy Fire: Afghanistan,PS3,2011.0,Shooter,Unknown,0.17,0.0,0.0,0.01,0.18
8139,Commandos 2: Men of Courage,PS2,2002.0,Strategy,Eidos Interactive,0.09,0.07,0.0,0.02,0.18
8140,Doom (2016),PC,2016.0,Shooter,Bethesda Softworks,0.06,0.1,0.0,0.01,0.18
8141,Chuck E. Cheese's Party Games,DS,2010.0,Misc,UFO Interactive,0.17,0.0,0.0,0.01,0.18
8142,Pro Evolution Soccer 2013,3DS,2012.0,Sports,Konami Digital Entertainment,0.05,0.02,0.1,0.01,0.18
8143,Pirates: Hunt For Blackbeard's Booty,Wii,2008.0,Adventure,Activision,0.08,0.08,0.0,0.02,0.18
8144,FIFA Soccer 2002,GC,2001.0,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18
8145,Godzilla (2015),PS4,2014.0,Action,Namco Bandai Games,0.1,0.03,0.02,0.03,0.18
8146,Race Pro,X360,2009.0,Racing,Atari,0.06,0.09,0.0,0.02,0.18
8147,Atari Anniversary Edition Redux,PS,2000.0,Misc,Infogrames,0.1,0.07,0.0,0.01,0.18
8148,Toukiden: The Age of Demons,PSP,2013.0,Action,Tecmo Koei,0.0,0.0,0.18,0.0,0.18
8149,Fireblade,PS2,2002.0,Action,Midway Games,0.09,0.07,0.0,0.02,0.18
8150,Mercury Meltdown Revolution,Wii,2007.0,Action,Ignition Entertainment,0.16,0.0,0.0,0.01,0.18
8151,Disney's Tarzan Untamed,GC,2001.0,Platform,Ubisoft,0.14,0.04,0.0,0.0,0.18
8152,WordJong Party,Wii,2008.0,Puzzle,Destineer,0.17,0.0,0.0,0.01,0.18
8153,Brunswick Circuit Pro Bowling,PS,1998.0,Sports,THQ,0.1,0.07,0.0,0.01,0.18
8154,Cabela's Dangerous Hunts 2009,PS2,2008.0,Sports,Activision Value,0.09,0.07,0.0,0.02,0.18
8155,Velvet Assassin,X360,2009.0,Shooter,DTP Entertainment,0.14,0.02,0.01,0.01,0.18
8156,Ball Breakers,PS,2000.0,Action,Take-Two Interactive,0.1,0.07,0.0,0.01,0.18
8157,Mobile Suit Gundam Seed Destiny: Generation of C.E.,PS2,2005.0,Action,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
8158,EyeToy: Groove,PS2,2003.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18
8159,Twisted Metal: Small Brawl,PS,,Action,Unknown,0.1,0.07,0.0,0.01,0.18
8160,Disgaea 4: A Promise Unforgotten,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.04,0.04,0.08,0.02,0.18
8161,Charlie and the Chocolate Factory,GC,2005.0,Adventure,Global Star,0.14,0.04,0.0,0.0,0.18
8162,Armored Core: Last Raven,PS2,2005.0,Simulation,505 Games,0.05,0.04,0.08,0.01,0.18
8163,Tomb Raider: Underworld,PS2,2009.0,Action,Eidos Interactive,0.09,0.04,0.0,0.05,0.18
8164,All Grown Up! Express Yourself,GBA,2004.0,Misc,THQ,0.13,0.05,0.0,0.0,0.18
8165,College Hoops 2K7,PS3,2007.0,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18
8166,K-1 World Grand Prix,PS2,2002.0,Sports,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18
8167,Skate it,DS,2008.0,Sports,Electronic Arts,0.14,0.02,0.0,0.01,0.18
8168,Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
8169,Otomedius Excellent,X360,,Shooter,Unknown,0.13,0.0,0.04,0.01,0.18
8170,Super Robot Taisen A Portable,PSP,2008.0,Strategy,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
8171,Juiced,XB,2005.0,Racing,THQ,0.13,0.04,0.0,0.01,0.18
8172,Looney Tunes: Back in Action,GBA,2003.0,Platform,Electronic Arts,0.13,0.05,0.0,0.0,0.18
8173,Virtua Tennis,GBA,2002.0,Sports,Atari,0.13,0.05,0.0,0.0,0.18
8174,Tales of the Tempest,DS,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
8175,SimCity Creator (JP sales),DS,2008.0,Simulation,Electronic Arts,0.0,0.0,0.18,0.0,0.18
8176,Biohazard: Revival Selection,PS3,2011.0,Action,Capcom,0.0,0.0,0.18,0.0,0.18
8177,Sonic Riders: Zero Gravity,PS2,2008.0,Racing,Sega,0.09,0.07,0.0,0.02,0.18
8178,Driver: San Francisco,Wii,2011.0,Racing,Ubisoft,0.06,0.09,0.0,0.02,0.18
8179,UFC: Sudden Impact,PS2,2004.0,Fighting,Global Star,0.09,0.07,0.0,0.02,0.18
8180,Shawn Johnson Gymnastics,Wii,2010.0,Sports,Zoo Games,0.17,0.0,0.0,0.01,0.18
8181,NBA Hoopz,PS2,2001.0,Sports,Midway Games,0.09,0.07,0.0,0.02,0.18
8182,Captain America: Super Soldier,X360,2011.0,Action,Sega,0.11,0.05,0.0,0.01,0.18
8183,TRON: Evolution,DS,2010.0,Action,Disney Interactive Studios,0.12,0.04,0.0,0.01,0.18
8184,Pac-Man World 3,DS,2005.0,Platform,Namco Bandai Games,0.16,0.0,0.0,0.01,0.18
8185,ESPN X Games Skateboarding,GBA,2001.0,Sports,Konami Digital Entertainment,0.13,0.05,0.0,0.0,0.18
8186,Nancy Drew: The Hidden Staircase,DS,2008.0,Adventure,THQ,0.16,0.0,0.0,0.01,0.18
8187,Brunswick Cosmic Bowling,Wii,2010.0,Sports,GameMill Entertainment,0.17,0.0,0.0,0.01,0.18
8188,Star Wars: Battlefront II,PC,2005.0,Shooter,LucasArts,0.02,0.13,0.0,0.03,0.18
8189,Speedball 2100,PS,2000.0,Sports,Empire Interactive,0.1,0.07,0.0,0.01,0.18
8190,LEGO Island 2: The Brickster's Revenge,PS,2001.0,Adventure,LEGO Media,0.1,0.07,0.0,0.01,0.18
8191,College Hoops 2K8,X360,2007.0,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18
8192,FIFA 17,X360,2016.0,Sports,Electronic Arts,0.03,0.13,0.0,0.01,0.18
8193,Fancy Nancy: Tea Party Time!,DS,2010.0,Adventure,THQ,0.17,0.0,0.0,0.01,0.18
8194,Backyard Basketball,GBA,2004.0,Sports,Atari,0.13,0.05,0.0,0.0,0.18
8195,Madden NFL 09,XB,2008.0,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18
8196,Scooby-Doo! Unmasked,GBA,2005.0,Platform,THQ,0.13,0.05,0.0,0.0,0.18
8197,Summon Night 4,PS2,2006.0,Role-Playing,Banpresto,0.0,0.0,0.18,0.0,0.18
8198,Pro Yaky? Spirits 5,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
8199,NHL 2004,XB,2003.0,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18
8200,Namco Museum: 50th Anniversary,XB,2005.0,Misc,Namco Bandai Games,0.13,0.04,0.0,0.01,0.18
8201,You Don't Know Jack,PS3,2011.0,Misc,THQ,0.16,0.0,0.0,0.01,0.18
8202,Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010.0,Action,THQ,0.12,0.03,0.0,0.02,0.18
8203,NFL 2K2,XB,2002.0,Sports,Sega,0.13,0.04,0.0,0.01,0.18
8204,My French Coach,DS,2007.0,Misc,Ubisoft,0.15,0.02,0.0,0.01,0.18
8205,Camp Rock: The Final Jam,DS,2010.0,Misc,Disney Interactive Studios,0.14,0.02,0.0,0.01,0.18
8206,NBA Starting Five,PS2,,Sports,Unknown,0.09,0.07,0.0,0.02,0.18
8207,Castlevania Judgment,Wii,2008.0,Fighting,Konami Digital Entertainment,0.13,0.02,0.01,0.01,0.18
8208,Dead or Alive Paradise,PSP,2010.0,Misc,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.17
8209,The Suffering: Ties That Bind,PS2,2005.0,Action,Midway Games,0.09,0.07,0.0,0.02,0.17
8210,Disney Sing It: Family Hits,PS3,2010.0,Misc,Disney Interactive Studios,0.11,0.04,0.0,0.02,0.17
8211,Ashes Cricket 2009,PS3,2009.0,Sports,Codemasters,0.0,0.16,0.0,0.02,0.17
8212,EyeToy: Kinetic,PS2,2005.0,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.17
8213,Petz: Horseshoe Ranch,DS,2009.0,Adventure,Ubisoft,0.16,0.0,0.0,0.01,0.17
8214,Army Men: Sarge's Heroes 2,PS2,2001.0,Shooter,Midas Interactive Entertainment,0.09,0.07,0.0,0.02,0.17
8215,Stormrise,PS3,2009.0,Strategy,Sega,0.13,0.02,0.0,0.02,0.17
